Parameter,Reaction,ReactionRate,Rule,RuleType,OtherParameters,OtherSpeciesWithNotes
kon_PD1_PDL2,syn_M_C.PD1 + syn_M_C.PDL2 <-> syn_M_C.PD1_PDL2,kon_PD1_PDL2*(syn_M_C.PD1)*(syn_M_C.PDL2)  -  koff_PD1_PDL2*syn_M_C.PD1_PDL2,,,"['koff_PD1_PDL2']","[{""name"":""syn_M_C.PD1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_M_C.PD1_PDL2"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1-PDL2 complex""},{""name"":""syn_M_C.PDL2"",""compartment"":""syn_M_C"",""notes"":""concentration of PDL2 in synapse""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
kon_PD1_aPD1,syn_CD8_APC.PD1 <-> syn_CD8_APC.PD1_aPD1,2*kon_PD1_aPD1*(syn_CD8_APC.PD1 * V_LN.aPD1/gamma_LN_aPD1) -  koff_PD1_aPD1*syn_CD8_APC.PD1_aPD1,,,"['gamma_LN_aPD1','koff_PD1_aPD1']","[{""name"":""V_LN.aPD1"",""compartment"":""V_LN"",""notes"":""Concentration of aPD1 in lymph node compartment""},{""name"":""syn_CD8_APC.PD1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_CD8_APC.PD1_aPD1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1-aPD1 complex""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
kon_PD1_aPD1,syn_CD8_APC.PD1_aPD1 + syn_CD8_APC.PD1 <-> syn_CD8_APC.PD1_aPD1_PD1,Chi_PD1_aPD1*kon_PD1_aPD1*(syn_CD8_APC.PD1 * syn_CD8_APC.PD1_aPD1) -  2*koff_PD1_aPD1*syn_CD8_APC.PD1_aPD1_PD1,,,"['koff_PD1_aPD1','Chi_PD1_aPD1']","[{""name"":""syn_CD8_APC.PD1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_CD8_APC.PD1_aPD1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1-aPD1 complex""},{""name"":""syn_CD8_APC.PD1_aPD1_PD1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1-aPD1-PD1 complex""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
kon_PD1_aPD1,syn_CD8_C1.PD1 <-> syn_CD8_C1.PD1_aPD1,2*kon_PD1_aPD1*(syn_CD8_C1.PD1 * V_T.aPD1/gamma_T_aPD1) -  koff_PD1_aPD1*syn_CD8_C1.PD1_aPD1,,,"['gamma_T_aPD1','koff_PD1_aPD1']","[{""name"":""V_T.aPD1"",""compartment"":""V_T"",""notes"":""Concentration of aPD1 in tumour compartment""},{""name"":""syn_CD8_C1.PD1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_CD8_C1.PD1_aPD1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1-aPD1 complex""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
kon_PD1_aPD1,syn_CD8_C1.PD1_aPD1 + syn_CD8_C1.PD1 <-> syn_CD8_C1.PD1_aPD1_PD1,Chi_PD1_aPD1*kon_PD1_aPD1*(syn_CD8_C1.PD1 * syn_CD8_C1.PD1_aPD1) -  2*koff_PD1_aPD1*syn_CD8_C1.PD1_aPD1_PD1,,,"['koff_PD1_aPD1','Chi_PD1_aPD1']","[{""name"":""syn_CD8_C1.PD1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_CD8_C1.PD1_aPD1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1-aPD1 complex""},{""name"":""syn_CD8_C1.PD1_aPD1_PD1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1-aPD1-PD1 complex""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
kon_PD1_aPD1,syn_M_C.PD1 <-> syn_M_C.PD1_aPD1,2*kon_PD1_aPD1*(syn_M_C.PD1 * V_T.aPD1/gamma_T_aPD1) -  koff_PD1_aPD1*syn_M_C.PD1_aPD1,,,"['gamma_T_aPD1','koff_PD1_aPD1']","[{""name"":""V_T.aPD1"",""compartment"":""V_T"",""notes"":""Concentration of aPD1 in tumour compartment""},{""name"":""syn_M_C.PD1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_M_C.PD1_aPD1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1-aPD1 complex""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
kon_PD1_aPD1,syn_M_C.PD1_aPD1 + syn_M_C.PD1 <-> syn_M_C.PD1_aPD1_PD1,Chi_PD1_aPD1*kon_PD1_aPD1*(syn_M_C.PD1 * syn_M_C.PD1_aPD1) -  2*koff_PD1_aPD1*syn_M_C.PD1_aPD1_PD1,,,"['koff_PD1_aPD1','Chi_PD1_aPD1']","[{""name"":""syn_M_C.PD1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1 in synapse""},{""name"":""syn_M_C.PD1_aPD1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1-aPD1 complex""},{""name"":""syn_M_C.PD1_aPD1_PD1"",""compartment"":""syn_M_C"",""notes"":""concentration of PD1-aPD1-PD1 complex""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_APC.PDL1 <-> syn_CD8_APC.PDL1_aPDL1,2*kon_PDL1_aPDL1*(syn_CD8_APC.PDL1 * V_LN.aPDL1/gamma_LN_aPDL1) -  koff_PDL1_aPDL1*syn_CD8_APC.PDL1_aPDL1,,,"['gamma_LN_aPDL1','koff_PDL1_aPDL1']","[{""name"":""V_LN.aPDL1"",""compartment"":""V_LN"",""notes"":""Concentration of aPDL1 in lymph node compartment""},{""name"":""syn_CD8_APC.PDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1 in synapse""},{""name"":""syn_CD8_APC.PDL1_aPDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1-aPDL1 complex""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_APC.PDL1_aPDL1 + syn_CD8_APC.PDL1 <-> syn_CD8_APC.PDL1_aPDL1_PDL1,Chi_PDL1_aPDL1*kon_PDL1_aPDL1*(syn_CD8_APC.PDL1 * syn_CD8_APC.PDL1_aPDL1) -  2*koff_PDL1_aPDL1*syn_CD8_APC.PDL1_aPDL1_PDL1,,,"['koff_PDL1_aPDL1','Chi_PDL1_aPDL1']","[{""name"":""syn_CD8_APC.PDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1 in synapse""},{""name"":""syn_CD8_APC.PDL1_aPDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1-aPDL1 complex""},{""name"":""syn_CD8_APC.PDL1_aPDL1_PDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1-aPDL1-PDL1 complex""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_APC.TPDL1 <-> syn_CD8_APC.TPDL1_aPDL1,2*kon_PDL1_aPDL1*(syn_CD8_APC.TPDL1 * V_LN.aPDL1/gamma_LN_aPDL1) -  koff_PDL1_aPDL1*syn_CD8_APC.TPDL1_aPDL1,,,"['gamma_LN_aPDL1','koff_PDL1_aPDL1']","[{""name"":""V_LN.aPDL1"",""compartment"":""V_LN"",""notes"":""Concentration of aPDL1 in lymph node compartment""},{""name"":""syn_CD8_APC.TPDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1 in synapse of T cell""},{""name"":""syn_CD8_APC.TPDL1_aPDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of TPDL1-aPDL1 complex""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_APC.TPDL1_aPDL1 + syn_CD8_APC.TPDL1 <-> syn_CD8_APC.TPDL1_aPDL1_TPDL1,Chi_PDL1_aPDL1*kon_PDL1_aPDL1*(syn_CD8_APC.TPDL1 * syn_CD8_APC.TPDL1_aPDL1) -  2*koff_PDL1_aPDL1*syn_CD8_APC.TPDL1_aPDL1_TPDL1,,,"['koff_PDL1_aPDL1','Chi_PDL1_aPDL1']","[{""name"":""syn_CD8_APC.TPDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1 in synapse of T cell""},{""name"":""syn_CD8_APC.TPDL1_aPDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of TPDL1-aPDL1 complex""},{""name"":""syn_CD8_APC.TPDL1_aPDL1_TPDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of TPDL1-aPDL1-TPDL1 complex""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_C1.PDL1 <-> syn_CD8_C1.PDL1_aPDL1,2*kon_PDL1_aPDL1*(syn_CD8_C1.PDL1 * V_T.aPDL1/gamma_T_aPDL1) -  koff_PDL1_aPDL1*syn_CD8_C1.PDL1_aPDL1,,,"['gamma_T_aPDL1','koff_PDL1_aPDL1']","[{""name"":""V_T.aPDL1"",""compartment"":""V_T"",""notes"":""Concentration of aPDL1 in tumour compartment""},{""name"":""syn_CD8_C1.PDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1 in synapse""},{""name"":""syn_CD8_C1.PDL1_aPDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1-aPDL1 complex""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_C1.PDL1_aPDL1 + syn_CD8_C1.PDL1 <-> syn_CD8_C1.PDL1_aPDL1_PDL1,Chi_PDL1_aPDL1*kon_PDL1_aPDL1*(syn_CD8_C1.PDL1 * syn_CD8_C1.PDL1_aPDL1) -  2*koff_PDL1_aPDL1*syn_CD8_C1.PDL1_aPDL1_PDL1,,,"['koff_PDL1_aPDL1','Chi_PDL1_aPDL1']","[{""name"":""syn_CD8_C1.PDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1 in synapse""},{""name"":""syn_CD8_C1.PDL1_aPDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1-aPDL1 complex""},{""name"":""syn_CD8_C1.PDL1_aPDL1_PDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1-aPDL1-PDL1 complex""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_C1.TPDL1 <-> syn_CD8_C1.TPDL1_aPDL1,2*kon_PDL1_aPDL1*(syn_CD8_C1.TPDL1 * V_T.aPDL1/gamma_T_aPDL1) -  koff_PDL1_aPDL1*syn_CD8_C1.TPDL1_aPDL1,,,"['gamma_T_aPDL1','koff_PDL1_aPDL1']","[{""name"":""V_T.aPDL1"",""compartment"":""V_T"",""notes"":""Concentration of aPDL1 in tumour compartment""},{""name"":""syn_CD8_C1.TPDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1 in synapse of T cell""},{""name"":""syn_CD8_C1.TPDL1_aPDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of TPDL1-aPDL1 complex""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_CD8_C1.TPDL1_aPDL1 + syn_CD8_C1.TPDL1 <-> syn_CD8_C1.TPDL1_aPDL1_TPDL1,Chi_PDL1_aPDL1*kon_PDL1_aPDL1*(syn_CD8_C1.TPDL1 * syn_CD8_C1.TPDL1_aPDL1) -  2*koff_PDL1_aPDL1*syn_CD8_C1.TPDL1_aPDL1_TPDL1,,,"['koff_PDL1_aPDL1','Chi_PDL1_aPDL1']","[{""name"":""syn_CD8_C1.TPDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1 in synapse of T cell""},{""name"":""syn_CD8_C1.TPDL1_aPDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of TPDL1-aPDL1 complex""},{""name"":""syn_CD8_C1.TPDL1_aPDL1_TPDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of TPDL1-aPDL1-TPDL1 complex""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_M_C.PDL1 <-> syn_M_C.PDL1_aPDL1,2*kon_PDL1_aPDL1*(syn_M_C.PDL1 * V_T.aPDL1/gamma_T_aPDL1) -  koff_PDL1_aPDL1*syn_M_C.PDL1_aPDL1,,,"['gamma_T_aPDL1','koff_PDL1_aPDL1']","[{""name"":""V_T.aPDL1"",""compartment"":""V_T"",""notes"":""Concentration of aPDL1 in tumour compartment""},{""name"":""syn_M_C.PDL1"",""compartment"":""syn_M_C"",""notes"":""concentration of PDL1 in synapse""},{""name"":""syn_M_C.PDL1_aPDL1"",""compartment"":""syn_M_C"",""notes"":""concentration of PDL1-aPDL1 complex""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
kon_PDL1_aPDL1,syn_M_C.PDL1_aPDL1 + syn_M_C.PDL1 <-> syn_M_C.PDL1_aPDL1_PDL1,Chi_PDL1_aPDL1*kon_PDL1_aPDL1*(syn_M_C.PDL1 * syn_M_C.PDL1_aPDL1) -  2*koff_PDL1_aPDL1*syn_M_C.PDL1_aPDL1_PDL1,,,"['koff_PDL1_aPDL1','Chi_PDL1_aPDL1']","[{""name"":""syn_M_C.PDL1"",""compartment"":""syn_M_C"",""notes"":""concentration of PDL1 in synapse""},{""name"":""syn_M_C.PDL1_aPDL1"",""compartment"":""syn_M_C"",""notes"":""concentration of PDL1-aPDL1 complex""},{""name"":""syn_M_C.PDL1_aPDL1_PDL1"",""compartment"":""syn_M_C"",""notes"":""concentration of PDL1-aPDL1-PDL1 complex""},{""name"":""syn_M_C"",""compartment"":""syn_M_C"",""notes"":""synapse comparment between macrophage and cancer cell (Jansson 2005, PMID: 16034096)""}]"
kout,A_e.M1 -> A_s.M1,kout*A_e.M1*A_e-kin*A_s.M1*A_s,,,"['kin']","[{""name"":""A_e.M1"",""compartment"":""A_e"",""notes"":""Amount of MHC per area on the endosomal surface""},{""name"":""A_s.M1"",""compartment"":""A_s"",""notes"":""Amount of MHC per area on the cell surface""},{""name"":""A_e"",""compartment"":""A_e"",""notes"":""APC endosomal surface comparment calculated based on the surface area of a single endosome (Agrawal and Linderman 1996, PMID: 8944895) and the number of endosomes per cell (Agrawal and Linderman 1996, PMID: 8944895)""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
kout,A_e.M1p0 -> A_s.M1p0,kout*A_e.M1p0*A_e,,,"[]","[{""name"":""A_e.M1p0"",""compartment"":""A_e"",""notes"":""Antigen-MHC complex""},{""name"":""A_s.M1p0"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_e"",""compartment"":""A_e"",""notes"":""APC endosomal surface comparment calculated based on the surface area of a single endosome (Agrawal and Linderman 1996, PMID: 8944895) and the number of endosomes per cell (Agrawal and Linderman 1996, PMID: 8944895)""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
kout,A_e.M1p1 -> A_s.M1p1,kout*A_e.M1p1*A_e,,,"[]","[{""name"":""A_e.M1p1"",""compartment"":""A_e"",""notes"":""Antigen-MHC complex""},{""name"":""A_s.M1p1"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_e"",""compartment"":""A_e"",""notes"":""APC endosomal surface comparment calculated based on the surface area of a single endosome (Agrawal and Linderman 1996, PMID: 8944895) and the number of endosomes per cell (Agrawal and Linderman 1996, PMID: 8944895)""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
n_CD28_CD8X,,,H_CD28_APC = ((syn_CD8_APC.CD28_CD80 + syn_CD8_APC.CD28_CD86 + 2*syn_CD8_APC.CD28_CD80_CD28 + syn_CD8_APC.PDL1_CD80_CD28)/CD28_CD8X_50)^n_CD28_CD8X/(((syn_CD8_APC.CD28_CD80 + syn_CD8_APC.CD28_CD86 + 2*syn_CD8_APC.CD28_CD80_CD28 + syn_CD8_APC.PDL1_CD80_CD28)/CD28_CD8X_50)^n_CD28_CD8X + 1),repeatedAssignment,"['H_CD28_APC','CD28_CD8X_50']","[{""name"":""syn_CD8_APC.CD28_CD80"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of CD28-CD80 complex""},{""name"":""syn_CD8_APC.CD28_CD80_CD28"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of CD28-CD80-CD28 complex""},{""name"":""syn_CD8_APC.CD28_CD86"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of CD28-CD86 complex""},{""name"":""syn_CD8_APC.PDL1_CD80_CD28"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PDL1-CD80-CD28 complex""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
n_CD28_CD8X,,,H_CD28_C1 = ((syn_CD8_C1.CD28_CD80 + syn_CD8_C1.CD28_CD86 + 2*syn_CD8_C1.CD28_CD80_CD28 + syn_CD8_C1.PDL1_CD80_CD28)/CD28_CD8X_50)^n_CD28_CD8X/(((syn_CD8_C1.CD28_CD80 + syn_CD8_C1.CD28_CD86 + 2*syn_CD8_C1.CD28_CD80_CD28 + syn_CD8_C1.PDL1_CD80_CD28)/CD28_CD8X_50)^n_CD28_CD8X + 1),repeatedAssignment,"['H_CD28_C1','CD28_CD8X_50']","[{""name"":""syn_CD8_C1.CD28_CD80"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of CD28-CD80 complex""},{""name"":""syn_CD8_C1.CD28_CD80_CD28"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of CD28-CD80-CD28 complex""},{""name"":""syn_CD8_C1.CD28_CD86"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of CD28-CD86 complex""},{""name"":""syn_CD8_C1.PDL1_CD80_CD28"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PDL1-CD80-CD28 complex""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
n_CD8_clones,,,H_APCh = n_sites_APC*V_LN.mAPC/(n_sites_APC*V_LN.mAPC+V_LN.nTreg*n_CD8_clones+cell),repeatedAssignment,"['cell','H_APCh','n_sites_APC']","[{""name"":""V_LN.mAPC"",""compartment"":""V_LN"",""notes"":""Number of mature antigen presenting cells in the lymph node""},{""name"":""V_LN.nTreg"",""compartment"":""V_LN"",""notes"":""Number of naive Treg cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
n_CD8_clones,,,H_mAPC = n_sites_APC*V_LN.mAPC/(n_sites_APC*V_LN.mAPC+V_LN.nCD8*n_CD8_clones+cell),repeatedAssignment,"['cell','H_mAPC','n_sites_APC']","[{""name"":""V_LN.mAPC"",""compartment"":""V_LN"",""notes"":""Number of mature antigen presenting cells in the lymph node""},{""name"":""V_LN.nCD8"",""compartment"":""V_LN"",""notes"":""Number of naive CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
n_CD8_clones,,,pTCR_p1_MHC_tot = k_M1p1_TCR_off/(k_M1p1_TCR_off+phi_M1p1_TCR)*(k_M1p1_TCR_p/(k_M1p1_TCR_off+k_M1p1_TCR_p))^N_M1p1_TCR*(0.5*((H_xpres)*(A_s.M1p1)/n_CD8_clones+TCR_p1_tot+k_M1p1_TCR_off/k_M1p1_TCR_on-TCR_p1_tot*sqrt((((H_xpres)*(A_s.M1p1)/n_CD8_clones+TCR_p1_tot+k_M1p1_TCR_off/k_M1p1_TCR_on)/TCR_p1_tot)^2-4*(H_xpres)*(A_s.M1p1)/n_CD8_clones/TCR_p1_tot))),repeatedAssignment,"['k_M1p1_TCR_on','k_M1p1_TCR_off','k_M1p1_TCR_p','phi_M1p1_TCR','N_M1p1_TCR','TCR_p1_tot','pTCR_p1_MHC_tot','H_xpres']","[{""name"":""A_s.M1p1"",""compartment"":""A_s"",""notes"":""Antigen-MHC complex""},{""name"":""A_s"",""compartment"":""A_s"",""notes"":""APC surface comparment (Agrawal and Linderman 1996, PMID: 8944895)""}]"
n_CD8_clones,null -> V_LN.aCD8,k_CD8_act*H_mAPC*H_P1*V_LN.nCD8*n_CD8_clones,,,"['H_mAPC','k_CD8_act','H_P1']","[{""name"":""V_LN.aCD8"",""compartment"":""V_LN"",""notes"":""Number of activated CD8 cells in the lymph node""},{""name"":""V_LN.nCD8"",""compartment"":""V_LN"",""notes"":""Number of naive CD8 cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
n_CD8_clones,null -> V_LN.aTh,k_Th_act*H_APCh*H_P1*V_LN.nTreg*n_CD8_clones,,,"['H_APCh','H_P1','k_Th_act']","[{""name"":""V_LN.aTh"",""compartment"":""V_LN"",""notes"":""Number of activated Th cells in the lymph node""},{""name"":""V_LN.nTreg"",""compartment"":""V_LN"",""notes"":""Number of naive Treg cells in the lymph node""},{""name"":""V_LN"",""compartment"":""V_LN"",""notes"":""Lymph node (LN) compartment volume Volume of lumped tumor-draining lymph nodes calculated based on number of LNs (estimated) and average LN diameter (Schmidt 2007, PMID: 17724531)""}]"
n_CD8_clones,null -> V_T.P1,n_CD8_clones*(P1_C1*(k_C1_death+k_C1_therapy)*C1+P1_C1*k_C_CD8*V_T.C1*V_T.CD8/(K_T_C*C_total+V_T.CD8+cell)*V_T.CD8/(V_T.CD8+K_T_Treg*Tregs_+cell)*(1-H_PD1_C1)*(1-H_MDSC)*(1-H_TGFb_Teff)*(1-H_ECM_T_mot)),,,"['cell','C_total','Tregs_','H_PD1_C1','k_C1_death','k_C1_therapy','k_C_CD8','H_ECM_T_mot','K_T_C','K_T_Treg','P1_C1','H_TGFb_Teff','H_MDSC']","[{""name"":""V_T.C1"",""compartment"":""V_T"",""notes"":""Number of cancer cells in tumor""},{""name"":""V_T.CD8"",""compartment"":""V_T"",""notes"":""Number of CD8 cells in the tumor compartment""},{""name"":""V_T.P1"",""compartment"":""V_T"",""notes"":""Concentration of  free antigen (P1) in the LN compartment""},{""name"":""V_T"",""compartment"":""V_T"",""notes"":""Tumor compartment (T) (estimated)""}]"
n_PD1,,,H_PD1_APC = ((syn_CD8_APC.PD1_PDL1+syn_CD8_APC.PD1_PDL2)/PD1_50)^n_PD1/(((syn_CD8_APC.PD1_PDL1+syn_CD8_APC.PD1_PDL2)/PD1_50)^n_PD1 + 1),repeatedAssignment,"['H_PD1_APC','PD1_50']","[{""name"":""syn_CD8_APC.PD1_PDL1"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1-PDL1 complex""},{""name"":""syn_CD8_APC.PD1_PDL2"",""compartment"":""syn_CD8_APC"",""notes"":""concentration of PD1-PDL2 complex""},{""name"":""syn_CD8_APC"",""compartment"":""syn_CD8_APC"",""notes"":""synapse comparment between CD8 and APC (Jansson 2005, PMID: 16034096)""}]"
n_PD1,,,H_PD1_C1 = ((syn_CD8_C1.PD1_PDL1+syn_CD8_C1.PD1_PDL2)/PD1_50)^n_PD1/(((syn_CD8_C1.PD1_PDL1+syn_CD8_C1.PD1_PDL2)/PD1_50)^n_PD1 + 1),repeatedAssignment,"['H_PD1_C1','PD1_50']","[{""name"":""syn_CD8_C1.PD1_PDL1"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1-PDL1 complex""},{""name"":""syn_CD8_C1.PD1_PDL2"",""compartment"":""syn_CD8_C1"",""notes"":""concentration of PD1-PDL2 complex""},{""name"":""syn_CD8_C1"",""compartment"":""syn_CD8_C1"",""notes"":""synapse comparment between CD8 and C1 (Jansson 2005, PMID: 16034096)""}]"
